portfolio_turnover,code,swp_flag,lump_min,stp_flag,face_value,sip_available,sip_maximum_gap,returns_date,returns_inception,returns_year_5,returns_year_1,returns_year_3,sip_multiplier,ISIN,investment_objective,volatility,name,fund_house,last_nav_date,last_nav_nav,fund_manager,fund_category,lump_multiplier,redemption_allowed,direct,fund_type,redemption_amount_minimum,category,sip_min,detail_info,redemption_quantity_multiple,nav_date,nav_nav,switch_allowed,lump_min_additional,fund_name,sip_max,expense_ratio,crisil_rating,purchase_amount_multiplier,instant,redemption_quantity_minimum,lump_available,lump_max,redemption_amount_multiple,plan,short_name,short_code,reinvestment,slug,channel_partner_code,tax_period,maturity_type,aum,jan_31_nav,merged_code,merged_name,merged_date
15.54,IDD301R-DR,Y,100.0,N,10.0,N,60.0,2020-03-12,0.0,6.7297,5.9537,6.4462,1.0,INF194KA1YH3,To generate capital appreciation and income by predominantly investing in arbitrage opportunities in the cash and the derivative segments of the equity markets and the arbitrage opportunities available within the derivative segment and by investing the balance in debt and money market instruments,0.956566,IDFC Arbitrage Exch Annual Dividend Reinvest Direct Plan,IDFCMUTUALFUND_MF,2020-03-11,12.2365,Arpit Kapoor; Yogik Pitti; Harshal Joshi,Arbitrage Fund,0.01,N,Y,Hybrid,500.0,Equity,100.0,https://www.idfcmf.com/download-centre.aspx?tab=sid,0.001,2020-03-12,12.2571,N,100.0,IDFC Mutual Fund,199999.0,0.27,Moderately Low,,N,0.001,N,10000000000000.0,0.01,DIVIDEND ANNUAL,IDFC Arbitrage Exch Annual Dividend Reinvest,idfc,Y,idfc-arbitrage-exch-annual-dividend-reinvest--IDD301R-DR,GD301R,365,Open Ended,120060,12.0155,,,
,BS85IFZ-DP,Y,1000.0,Y,100.0,Y,60.0,2020-03-12,8.3975,7.5808,6.1362,6.4414,1.0,INF209KA12Z1,To generate reasonable returns by primarily investing in debt and money market securities that are issued by Banks; Public Sector Undertakings (PSUs) and Public Financial Institutions (PFIs) in India.,1.7619,Aditya Birla Sun Life Banking & PSU Debt Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,147.93,Maneesh Dangi; Kaustubh Gupta,Banking and PSU Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,147.13,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,0.34,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Banking & PSU Debt Dividend Payout,absl,N,aditya-birla-sun-life-banking-psu-debt-dividend-payout--BS85IFZ-DP,B85IFZ,1095,Open Ended,100560,149.735,,,
,BS380Y-GR,Y,100.0,Y,10.0,Y,60.0,2020-03-12,8.0506,0.0,3.675,6.7465,1.0,INF209KA1K88,The investment objective of the Scheme is to generate returns by predominantly investing in a portfolio of corporate debt securities with short to medium term maturities across the credit spectrum within the investment grade.,1.46207,Aditya Birla Sun Life Credit Risk Growth Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,14.6804,Maneesh Dangi; Sunaina da Cunha,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,100.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,14.6219,Y,100.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.83,Moderate,,N,0.001,Y,10000000000000.0,1.0,GROWTH,ABSL Credit Risk,absl,Z,aditya-birla-sun-life-credit-risk-growth--BS380Y-GR,B380Y,1095,Open Ended,51140,13.0629,,,
,BS380X-DP,Y,100.0,Y,10.0,Y,60.0,2020-03-12,6.2978,0.0,1.4369,4.3381,1.0,INF209KA1K96,The investment objective of the Scheme is to generate returns by predominantly investing in a portfolio of corporate debt securities with short to medium term maturities across the credit spectrum within the investment grade.,4.08728,Aditya Birla Sun Life Credit Risk Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,11.0504,Maneesh Dangi; Sunaina da Cunha,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,100.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.0063,Y,100.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.83,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Credit Risk Dividend Payout,absl,N,aditya-birla-sun-life-credit-risk-dividend-payout--BS380X-DP,B380X,1095,Open Ended,51140,11.5663,,,
,BS380X-DR,Y,100.0,Y,10.0,Y,60.0,2020-03-12,6.2978,0.0,1.4369,4.3381,1.0,INF209KA1K96,The investment objective of the Scheme is to generate returns by predominantly investing in a portfolio of corporate debt securities with short to medium term maturities across the credit spectrum within the investment grade.,4.08728,Aditya Birla Sun Life Credit Risk Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,11.0504,Maneesh Dangi; Sunaina da Cunha,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,100.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.0063,Y,100.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.83,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Credit Risk Dividend Reinvest,absl,Y,aditya-birla-sun-life-credit-risk-dividend-reinvest--BS380X-DR,B380X,1095,Open Ended,51140,11.5663,,,
1.01,BS303FZ-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,5.5376,3.5714,-4.2236,1.2794,1.0,INF209KA1KN3,The investment objective of the Scheme is to generate regular income and capital appreciation by predominantly investing in a portfolio of debt securities with medium term maturity.,6.827,Aditya Birla Sun Life Medium Term Half Yearly Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,10.2319,Maneesh Dangi; Sunaina da Cunha,Medium Duration Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,10.1764,Y,1000.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.95,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND SEMI-ANNUALLY,ABSL Medium Term Half Yearly Dividend Payout,absl,N,aditya-birla-sun-life-medium-term-half-yearly-dividend-payout--BS303FZ-DP,B303FZ,1095,Open Ended,44520,11.5805,,,
1.01,BS303MZ-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,6.2252,4.0794,-3.7923,0.4175,1.0,INF209KA1KO1,The investment objective of the Scheme is to generate regular income and capital appreciation by predominantly investing in a portfolio of debt securities with medium term maturity.,7.10612,Aditya Birla Sun Life Medium Term Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,12.733,Maneesh Dangi; Sunaina da Cunha,Medium Duration Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,12.6638,Y,1000.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.95,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Medium Term Dividend Payout,absl,N,aditya-birla-sun-life-medium-term-dividend-payout--BS303MZ-DP,B303MZ,1095,Open Ended,44520,14.2209,,,
1.01,BS303WZ-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,5.5458,3.7722,-3.0499,1.8569,1.0,INF209KA1KP8,The investment objective of the Scheme is to generate regular income and capital appreciation by predominantly investing in a portfolio of debt securities with medium term maturity.,5.70682,Aditya Birla Sun Life Medium Term Quarterly Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,9.735,Maneesh Dangi; Sunaina da Cunha,Medium Duration Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,9.6821,Y,1000.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.95,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,ABSL Medium Term Quarterly Dividend Payout,absl,N,aditya-birla-sun-life-medium-term-quarterly-dividend-payout--BS303WZ-DP,B303WZ,1095,Open Ended,44520,10.4289,,,
,BS380Z-DR,Y,100.0,N,10.0,N,60.0,2020-03-12,6.2978,0.0,1.4369,4.3381,1.0,INF209KA1L04,The investment objective of the Scheme is to generate returns by predominantly investing in a portfolio of corporate debt securities with short to medium term maturities across the credit spectrum within the investment grade.,4.08728,Aditya Birla Sun Life Credit Risk Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,11.0504,Maneesh Dangi; Sunaina da Cunha,Credit Risk Fund,1.0,N,Y,Debt,0.001,Debt - Bonds,100.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.0063,N,100.0,Aditya Birla Sun Life Mutual Fund,1000000.0,0.83,Moderate,,N,0.001,N,10000000000000.0,1.0,AS N WHEN,ABSL Credit Risk Dividend Reinvest,absl,Y,aditya-birla-sun-life-credit-risk-dividend-reinvest--BS380Z-DR,B380Z,1095,Open Ended,51140,11.5663,,,
6.9,BS403DZ-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,7.6424,7.034,12.4914,8.2014,1.0,INF209KA1LC4,The Scheme aims to generate income and capital appreciation through investments exclusively in Government Securities.,7.35313,Aditya Birla Sun Life Government Securities Quarterly Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,11.7132,Pranay Sinha,Gilt Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.6378,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,ABSL Govt Securities Quarterly Dividend Payout,absl,N,aditya-birla-sun-life-government-securities-quarterly-dividend-payout--BS403DZ-DP,B403DZ,1095,Open Ended,2300,10.0893,,,
6.9,BS403DZ-DR,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,7.6424,7.034,12.4914,8.2014,1.0,INF209KA1LC4,The Scheme aims to generate income and capital appreciation through investments exclusively in Government Securities.,7.35313,Aditya Birla Sun Life Government Securities Quarterly Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,11.7132,Pranay Sinha,Gilt Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.6378,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,ABSL Govt Securities Quarterly Dividend Reinvest,absl,Y,aditya-birla-sun-life-government-securities-quarterly-dividend-reinvest--BS403DZ-DR,B403DZ,1095,Open Ended,2300,10.0893,,,
0.1926,KO47DP-DR,N,5000.0,N,10.0,N,60.0,2020-03-12,12.3831,5.7285,-7.4064,0.9665,1.0,INF174K01KU0,The investment objective of the scheme is to generate capital appreciation from a diversified portfolio of equity and equity related securities by investing predominantly in small cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,15.4644,Kotak Small Cap Dividend Reinvest Direct Plan,KOTAKMAHINDRAMF,2020-03-11,35.78,Pankaj Tibrewal,Small Cap Fund,1.0,N,Y,Equity,1000.0,Equity,1000.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,33.078,N,1000.0,Kotak Mutual Fund,999999999.0,0.9,Moderately High,,N,0.001,N,10000000000000.0,0.01,AS N WHEN,Kotak Small Cap Dividend Reinvest,kotak,Y,kotak-small-cap-dividend-reinvest--KO47DP-DR,K114D,365,Open Ended,16330,46.481,,,
0.3806,KO13D-GR,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,9.9055,4.058,-9.8101,3.4659,1.0,INF174K01KW6,To generate capital appreciation from a portfolio of predominantly equity and equity related securities falling under the category of large Cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,14.7879,Kotak Bluechip Growth Direct Plan,KOTAKMAHINDRAMF,2020-03-11,239.646,Harish Krishnan,Large Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,100.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,220.443,Y,1000.0,Kotak Mutual Fund,999999999.0,1.18,Moderately High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,Kotak Bluechip,kotak,Z,kotak-bluechip-growth--KO13D-GR,K13D,365,Open Ended,14450,244.617,,,
0.3806,KO03D-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,9.6053,3.7762,-10.6048,3.0006,1.0,INF174K01KY2,To generate capital appreciation from a portfolio of predominantly equity and equity related securities falling under the category of large Cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,18.2031,Kotak Bluechip Dividend Payout Direct Plan,KOTAKMAHINDRAMF,2020-03-11,32.987,Harish Krishnan,Large Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,100.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,30.344,Y,1000.0,Kotak Mutual Fund,999999999.0,1.18,Moderately High,,N,0.001,Y,10000000000000.0,0.01,AS N WHEN,Kotak Bluechip Dividend Payout,kotak,N,kotak-bluechip-dividend-payout--KO03D-DP,K03D,365,Open Ended,14450,41.588,,,
0.3806,KO05DDP-DR,N,1000.0,N,10.0,N,60.0,2020-03-12,9.6053,3.7762,-10.6048,3.0006,1.0,INF174K01KX4,To generate capital appreciation from a portfolio of predominantly equity and equity related securities falling under the category of large Cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,18.2031,Kotak Bluechip Dividend Reinvest Direct Plan,KOTAKMAHINDRAMF,2020-03-11,32.987,Harish Krishnan,Large Cap Fund,1.0,N,Y,Equity,1000.0,Equity,100.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,30.344,N,1000.0,Kotak Mutual Fund,999999999.0,1.18,Moderately High,,N,0.001,N,10000000000000.0,0.01,AS N WHEN,Kotak Bluechip Dividend Reinvest,kotak,Y,kotak-bluechip-dividend-reinvest--KO05DDP-DR,K03D,365,Open Ended,14450,41.588,,,
0.5897,KO124D-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.884,5.7271,-10.8799,6.4646,1.0,INF174K01KZ9,To generate capital appreciation from a diversified portfolio of equity and equity related instruments.,14.0008,Kotak India EQ Contra Growth Direct Plan,KOTAKMAHINDRAMF,2020-03-11,54.025,Shibani Kurian,Contra Fund,1.0,Y,Y,Equity,1000.0,Equity,1000.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,49.659,Y,1000.0,Kotak Mutual Fund,999999999.0,1.15,Moderately High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,Kotak India EQ Contra,kotak,Z,kotak-india-eq-contra-growth--KO124D-GR,K124D,365,Open Ended,8660,53.028,,,
0.5897,KO134D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.1048,3.4606,-19.8157,2.6966,1.0,INF174K01LB8,To generate capital appreciation from a diversified portfolio of equity and equity related instruments.,18.3458,Kotak India EQ Contra Dividend Payout Direct Plan,KOTAKMAHINDRAMF,2020-03-11,20.408,Shibani Kurian,Contra Fund,1.0,Y,Y,Equity,1000.0,Equity,1000.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,18.759,Y,1000.0,Kotak Mutual Fund,999999999.0,1.15,Moderately High,,N,0.001,Y,10000000000000.0,0.01,AS N WHEN,Kotak India EQ Contra Dividend Payout,kotak,N,kotak-india-eq-contra-dividend-payout--KO134D-DP,K134D,365,Open Ended,8660,27.352,,,
0.5897,KO134DP-DR,N,5000.0,N,10.0,N,60.0,2020-03-12,10.1048,3.4606,-19.8157,2.6966,1.0,INF174K01LA0,To generate capital appreciation from a diversified portfolio of equity and equity related instruments.,18.3458,Kotak India EQ Contra Dividend Reinvest Direct Plan,KOTAKMAHINDRAMF,2020-03-11,20.408,Shibani Kurian,Contra Fund,1.0,N,Y,Equity,1000.0,Equity,1000.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,18.759,N,1000.0,Kotak Mutual Fund,999999999.0,1.15,Moderately High,,N,0.001,N,10000000000000.0,0.01,AS N WHEN,Kotak India EQ Contra Dividend Reinvest,kotak,Y,kotak-india-eq-contra-dividend-reinvest--KO134DP-DR,K134D,365,Open Ended,8660,27.352,,,
2.9592,KO179D-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,7.7923,6.9556,6.9257,6.7437,1.0,INF174K01LC6,To generate capital appreciation and income by predominantly investing in arbitrage opportunities in the cash and derivatives segment of the equity market; and by investing the balance in debt and money market instruments.,1.02256,Kotak Equity Arbitrage Growth Direct Plan,KOTAKMAHINDRAMF,2020-03-11,28.9399,Hiten Shah,Arbitrage Fund,1.0,Y,Y,Hybrid,1000.0,Equity,500.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,28.9854,Y,1000.0,Kotak Mutual Fund,999999999.0,0.44,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,GROWTH,Kotak Equity Arbitrage,kotak,Z,kotak-equity-arbitrage-growth--KO179D-GR,K179D,365,Open Ended,176610,25.2394,,,
2.9592,KO189D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.1144,4.6377,6.3547,6.4897,1.0,INF174K01LE2,To generate capital appreciation and income by predominantly investing in arbitrage opportunities in the cash and derivatives segment of the equity market; and by investing the balance in debt and money market instruments.,2.52776,Kotak Equity Arbitrage Dividend Payout Direct Plan,KOTAKMAHINDRAMF,2020-03-11,11.2143,Hiten Shah,Arbitrage Fund,1.0,Y,Y,Hybrid,1.0,Equity,500.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,11.2319,Y,1000.0,Kotak Mutual Fund,999999999.0,0.44,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,Kotak Equity Arbitrage Monthly Dividend Payout,kotak,N,kotak-equity-arbitrage-dividend-payout--KO189D-DP,K189D,365,Open Ended,176610,11.007,,,
2.9592,KO189DP-DR,N,5000.0,N,10.0,N,60.0,2020-03-12,6.1144,4.6377,6.3547,6.4897,1.0,INF174K01LD4,To generate capital appreciation and income by predominantly investing in arbitrage opportunities in the cash and derivatives segment of the equity market; and by investing the balance in debt and money market instruments.,2.52776,Kotak Equity Arbitrage Dividend Reinvest Direct Plan,KOTAKMAHINDRAMF,2020-03-11,11.2143,Hiten Shah,Arbitrage Fund,1.0,N,Y,Hybrid,1.0,Equity,500.0,http://assetmanagement.kotak.com/web/guest/scheme-information-document,0.001,2020-03-12,11.2319,N,1000.0,Kotak Mutual Fund,999999999.0,0.44,Moderately Low,,N,0.001,N,10000000000000.0,1.0,DIVIDEND MONTHLY,Kotak Equity Arbitrage Dividend Reinvest,kotak,Y,kotak-equity-arbitrage-dividend-reinvest--KO189DP-DR,K189D,365,Open Ended,176610,11.007,,,
0.36,IBDED1D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.2702,-3.706,-14.4785,-3.1655,1.0,INF397L01HC9,To provide investors with opportunities for long-term growth in capital through investment in a diversify ed  basket of equity stocks; debt and money market instruments. The equity portfolio will be well diversifi ed and actively managed to realize the scheme objective.,13.8863,IDBI Diversified Equity Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,15.35,Uma Venkatraman,Multi Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,14.37,Y,1000.0,IDBI Mutual Fund,999999999.0,1.17,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Diversified Equity Dividend Payout,idbi,N,idbi-diversified-equity-dividend-payout--IBDED1D-DP,135DED1,365,Open Ended,2960,18.56,,,
0.36,IBDED1R-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.2702,-3.706,-14.4785,-3.1655,1.0,INF397L01HD7,To provide investors with opportunities for long-term growth in capital through investment in a diversify ed  basket of equity stocks; debt and money market instruments. The equity portfolio will be well diversifi ed and actively managed to realize the scheme objective.,13.8863,IDBI Diversified Equity Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,15.35,Uma Venkatraman,Multi Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,14.37,Y,1000.0,IDBI Mutual Fund,999999999.0,1.17,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Diversified Equity Dividend Reinvest,idbi,Y,idbi-diversified-equity-dividend-reinvest--IBDED1R-DR,135DED1,365,Open Ended,2960,18.56,,,
0.36,IBDEG1G-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,12.8696,3.4577,-6.8176,4.8056,1.0,INF397L01HF2,To provide investors with opportunities for long-term growth in capital through investment in a diversify ed  basket of equity stocks; debt and money market instruments. The equity portfolio will be well diversifi ed and actively managed to realize the scheme objective.,12.2659,IDBI Diversified Equity Growth Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,21.99,Uma Venkatraman,Multi Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,20.58,Y,1000.0,IDBI Mutual Fund,999999999.0,1.17,Moderately High,,N,100.0,Y,10000000000000.0,1.0,GROWTH,IDBI Diversified Equity,idbi,Z,idbi-diversified-equity-growth--IBDEG1G-GR,135DEG1,365,Open Ended,2960,22.45,,,
1.34,IBPFD1D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,1.4867,0.0,-6.8778,-0.5644,1.0,INF397L01IZ8,To generate opportunities for capital appreciation along with income by investing in a diversified basket of equity and equity related instruments; debt and money market instruments.,9.59844,IDBI Hybrid Equity Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,11.0574,Raju Sharma; Uma Venkatraman,Aggressive Hybrid Fund,1.0,Y,Y,Hybrid,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,10.512,Y,1000.0,IDBI Mutual Fund,999999999.0,1.69,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Hybrid Equity Dividend Payout,idbi,N,idbi-hybrid-equity-dividend-payout--IBPFD1D-DP,135PFD1,365,Open Ended,2310,11.8246,,,
1.34,IBPFD1R-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,1.4867,0.0,-6.8778,-0.5644,1.0,INF397L01JA9,To generate opportunities for capital appreciation along with income by investing in a diversified basket of equity and equity related instruments; debt and money market instruments.,9.59844,IDBI Hybrid Equity Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,11.0574,Raju Sharma; Uma Venkatraman,Aggressive Hybrid Fund,1.0,Y,Y,Hybrid,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,10.512,Y,1000.0,IDBI Mutual Fund,999999999.0,1.69,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Hybrid Equity Dividend Reinvest,idbi,Y,idbi-hybrid-equity-dividend-reinvest--IBPFD1R-DR,135PFD1,365,Open Ended,2310,11.8246,,,
1.34,IBPFG1G-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,3.0064,0.0,-6.8774,1.112,1.0,INF397L01JC5,To generate opportunities for capital appreciation along with income by investing in a diversified basket of equity and equity related instruments; debt and money market instruments.,9.44157,IDBI Hybrid Equity Growth Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,11.6278,Raju Sharma; Uma Venkatraman,Aggressive Hybrid Fund,1.0,Y,Y,Hybrid,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,11.0542,Y,1000.0,IDBI Mutual Fund,999999999.0,1.69,Moderately High,,N,100.0,Y,10000000000000.0,1.0,GROWTH,IDBI Hybrid Equity,idbi,Z,idbi-hybrid-equity-growth--IBPFG1G-GR,135PFG1,365,Open Ended,2310,12.4359,,,
0.44,IBMCD1-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-2.5622,0.0,-14.9852,-2.9849,1.0,INF397L01JH4,To provide investors with the opportunities for long-term capital appreciation by investing predominantly in Equity and Equity related instruments of Midcap Companies.,14.243,IDBI Midcap Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,9.96,Uma Venkatraman,Mid Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,9.22,Y,1000.0,IDBI Mutual Fund,999999999.0,1.71,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Midcap Dividend Payout,idbi,N,idbi-midcap-dividend-payout--IBMCD1-DP,135MCD1,365,Open Ended,1840,12.6,,,
0.44,IBMCD1-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-2.5622,0.0,-14.9852,-2.9849,1.0,INF397L01JI2,To provide investors with the opportunities for long-term capital appreciation by investing predominantly in Equity and Equity related instruments of Midcap Companies.,14.243,IDBI Midcap Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,9.96,Uma Venkatraman,Mid Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,9.22,Y,1000.0,IDBI Mutual Fund,999999999.0,1.71,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Midcap Dividend Reinvest,idbi,Y,idbi-midcap-dividend-reinvest--IBMCD1-DR,135MCD1,365,Open Ended,1840,12.6,,,
0.44,IBMCG1-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-0.6112,0.0,-14.9536,-0.9638,1.0,INF397L01JK8,To provide investors with the opportunities for long-term capital appreciation by investing predominantly in Equity and Equity related instruments of Midcap Companies.,13.8121,IDBI Midcap Growth Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,10.6,Uma Venkatraman,Mid Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,9.81,Y,1000.0,IDBI Mutual Fund,999999999.0,1.71,Moderately High,,N,100.0,Y,10000000000000.0,1.0,GROWTH,IDBI Midcap,idbi,Z,idbi-midcap-growth--IBMCG1-GR,135MCG1,365,Open Ended,1840,12.6,,,
